vent_rate_set,peep,fio2,flow,sweep
7.229111194610596,10.110976547002792,0.2198868802189827,5.77929499745369,9.053384706377983
11.1231529712677,9.124262034893036,0.5060280287265778,1.7272766679525375,7.1700309664011
2.504878044128418,19.640319347381592,0.7151798725128173,4.452444016933441,17.832952469587326
34.87039089202881,11.857743263244629,0.9176108932495117,9.294467747211456,16.99372188746929
12.002108097076416,6.288029849529266,0.39640847593545914,1.401318520307541,10.490998327732086
19.81767773628235,19.400015771389008,0.8251116400957107,4.878295838832855,4.132883355021477
36.327290534973145,10.791880786418915,0.4258529135584831,3.908718004822731,3.7155064940452576
8.064044713973999,8.372136652469635,0.5961514028906822,7.352813243865967,18.617202311754227
20.081815719604492,15.313225090503693,0.9575010710954666,7.893130749464035,8.53151559829712
33.93972635269165,6.155308336019516,0.3800315493345261,4.497208163142204,13.17975839972496
26.807007789611816,11.917084008455276,0.8676642489433288,1.6869337558746338,11.081702545285225
28.212580680847168,9.16593998670578,0.4981063053011894,3.152440369129181,16.657955020666122
25.14171600341797,13.298380970954895,0.7632283657789231,1.7299790680408478,9.815985403954983
6.1913251876831055,17.665609121322632,0.29907588541507724,1.8890628069639206,11.108480125665665
30.87348699569702,9.892812371253967,0.3970693278312683,3.1886440366506577,15.411690384149551
2.5297915935516357,14.914239346981049,0.5942741352319717,6.755014598369598,6.041838072240353
14.727644920349121,16.880367398262024,0.2131746271252632,6.706507861614227,9.955816946923733
37.11450815200806,12.442989200353622,0.6714715439081193,6.235101699829102,8.178420469164848
33.88711452484131,19.256978929042816,0.6548997449874878,7.371467590332031,17.690856009721756
6.2793731689453125,11.905807554721832,0.26364396810531615,2.132446989417076,6.380597949028015
21.097137928009033,12.222962230443954,0.7974291759729385,8.401513785123825,1.348551206290722
27.499537467956543,16.79999589920044,0.3575975239276886,7.783385276794434,7.147259369492531
1.2799692153930664,11.363150626420975,0.9737318611145019,7.322272300720215,17.473056703805923
3.1597185134887695,10.784966945648193,0.2691507062315941,9.419915735721588,10.166382998228073
39.08356189727783,7.450429946184158,0.9627389150857926,4.296343818306923,3.6367788538336754
16.24446153640747,10.29192328453064,0.5411066472530365,1.6486817002296448,5.493950083851814
9.636350870132446,19.61201846599579,0.2728671711683273,9.12240880727768,0.7102760821580887
6.644189357757568,14.129170179367065,0.37046973884105683,4.479065701365471,7.149699687957764
25.724363327026367,11.490866243839264,0.7262959057092666,1.938517153263092,6.836000457406044
28.98334264755249,12.741220891475677,0.9552929890155792,3.6698034703731537,8.256753161549568
16.703224182128906,13.398305773735046,0.6284162271022796,1.2610241770744324,9.914725303649902
15.685538053512573,17.87617951631546,0.9268311297893524,8.053348958492279,3.9541727006435394
26.48672103881836,9.41285252571106,0.32980489820241926,8.533550024032593,13.167367279529572
12.119603157043457,5.87210014462471,0.8927471911907195,3.0403908491134644,12.377125531435013
